SampleID	Region_Sequenced	Year	Jday	Date	Crop_Type	Location	Sampler_Type	SamplerNo	Control	PosNeg	NoReads	SequenceID	SampleType	GenericID
T12_207_ITS1_2021	ITS1	2021	207	26-Jul-21	Wheat	NA	Burkard	12	No	NA	65693	T12_207_ITS1	Burkard21	Wheat
T12_208_ITS1_2021	ITS1	2021	208	27-Jul-21	Wheat	NA	Burkard	12	No	NA	69987	T12_208_ITS1	Burkard21	Wheat
T12_209_ITS1_2021	ITS1	2021	209	28-Jul-21	Wheat	NA	Burkard	12	No	NA	77053	T12_209_ITS1	Burkard21	Wheat
T12_210_ITS1_2021	ITS1	2021	210	29-Jul-21	Wheat	NA	Burkard	12	No	NA	66861	T12_210_ITS1	Burkard21	Wheat
T12_211_ITS1_2021	ITS1	2021	211	30-Jul-21	Wheat	NA	Burkard	12	No	NA	65087	T12_211_ITS1	Burkard21	Wheat
T12_212_ITS1_2021	ITS1	2021	212	31-Jul-21	Wheat	NA	Burkard	12	No	NA	43793	T12_212_ITS1	Burkard21	Wheat
T12_213_ITS1_2021	ITS1	2021	213	1-Aug-21	Wheat	NA	Burkard	12	No	NA	60246	T12_213_ITS1	Burkard21	Wheat
T12_214_ITS1_2021	ITS1	2021	214	2-Aug-21	Wheat	NA	Burkard	12	No	NA	50421	T12_214_ITS1	Burkard21	Wheat
T12_217_ITS1_2021	ITS1	2021	217	5-Aug-21	Wheat	NA	Burkard	12	No	NA	79104	T12_217_ITS1	Burkard21	Wheat
T12_218_ITS1_2021	ITS1	2021	218	6-Aug-21	Wheat	NA	Burkard	12	No	NA	77625	T12_218_ITS1	Burkard21	Wheat
T12_219_ITS1_2021	ITS1	2021	219	7-Aug-21	Wheat	NA	Burkard	12	No	NA	76466	T12_219_ITS1	Burkard21	Wheat
T12_220_ITS1_2021	ITS1	2021	220	8-Aug-21	Wheat	NA	Burkard	12	No	NA	68146	T12_220_ITS1	Burkard21	Wheat
T12_221_ITS1_2021	ITS1	2021	221	9-Aug-21	Wheat	NA	Burkard	12	No	NA	77064	T12_221_ITS1	Burkard21	Wheat
T12_222_ITS1_2021	ITS1	2021	222	10-Aug-21	Wheat	NA	Burkard	12	No	NA	81904	T12_222_ITS1	Burkard21	Wheat
T12_223_ITS1_2021	ITS1	2021	223	11-Aug-21	Wheat	NA	Burkard	12	No	NA	60313	T12_223_ITS1	Burkard21	Wheat
T12_224_ITS1_2021	ITS1	2021	224	12-Aug-21	Wheat	NA	Burkard	12	No	NA	35250	T12_224_ITS1	Burkard21	Wheat
T12_225_ITS1_2021	ITS1	2021	225	13-Aug-21	Wheat	NA	Burkard	12	No	NA	63588	T12_225_ITS1	Burkard21	Wheat
T12_226_ITS1_2021	ITS1	2021	226	14-Aug-21	Wheat	NA	Burkard	12	No	NA	79969	T12_226_ITS1	Burkard21	Wheat
T12_227_ITS1_2021	ITS1	2021	227	15-Aug-21	Wheat	NA	Burkard	12	No	NA	68954	T12_227_ITS1	Burkard21	Wheat
T12_228_ITS1_2021	ITS1	2021	228	16-Aug-21	Wheat	NA	Burkard	12	No	NA	64126	T12_228_ITS1	Burkard21	Wheat
